case_id,slice_idx,Boundary Dice,Boundary Precision,Boundary Recall,HD95,ASSD,pred_pixels,gt_pixels
radiopaedia_36,29,0.5911950034110188,0.5465116284342889,0.6438356169262527,4.498529157249592,1.9577459280640697,316,178
radiopaedia_36,30,0.10191126677328124,0.09411764812456747,0.11111111234567901,5.439502695606076,3.4616516327067286,460,160
radiopaedia_36,31,0.5000000506391475,0.4868421059383657,0.5138888895640432,5.0,2.3408294917925065,357,149
radiopaedia_36,32,0.7422680585963782,0.90000000025,0.6315789480147738,3.605551275463989,1.4701221762757302,89,152
radiopaedia_36,33,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,34,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,35,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,36,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,37,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,38,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,39,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,40,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,41,1.1538460284023802e-07,1.0,7.692307633136095e-09,,,0,10
radiopaedia_36,42,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,43,1.0,1.0,1.0,0.0,0.0,0,0
radiopaedia_36,44,1.0,1.0,1.0,0.0,0.0,0,0
