threshold,min_area,dice,iou,sensitivity,specificity,precision,accuracy,fpr,fnr,mae
0.03,20,0.7922563493804988,0.7042327688182722,0.8367101860221259,0.9963038975013719,0.8196680607894389,0.9938092800002111,0.003696102500196375,0.2772794515710822,0.00619072
0.03,30,0.791332603981897,0.7032732322832955,0.8345576685592888,0.9963316699409862,0.8200293876814916,0.9937967883490615,0.0036683300605823443,0.27943196903391915,0.006203212
0.03,50,0.7816071134878515,0.6954461497262608,0.8219370693615505,0.9963982458770528,0.8236565263935233,0.9937151182500898,0.0036017541245152154,0.2920525682316576,0.006284882
0.03,75,0.7785523900984087,0.6928227117452266,0.8128320788074551,0.9964998295610846,0.8294019811659453,0.9936764573803927,0.0035001704404832843,0.30115755878575295,0.0063235424
0.03,100,0.7638302681658538,0.6794936193099389,0.7932485983776638,0.9965912209506308,0.8347650402852601,0.9935839559130191,0.0034087790509369923,0.3207410392155444,0.006416044
0.035,0,0.7991728432544094,0.7103050023835269,0.8430697222240076,0.9963455889242814,0.8207650792988658,0.9938601953378082,0.0036544110772863837,0.27091991536920046,0.0061398046
0.035,3,0.7991412301895245,0.7102822069159959,0.8429395802150438,0.9963474679805888,0.8208129799115922,0.9938600372156418,0.0036525320209790948,0.2710500573781641,0.006139963
0.035,5,0.7988691636046452,0.7101816561221204,0.8427461917225589,0.9963507207294534,0.8209135172610802,0.993861144070807,0.003649279272114451,0.2712434458706488,0.006138856
0.035,10,0.7982115830000032,0.7094911431698582,0.8416061461923209,0.9963583563614231,0.8219540069341665,0.9938574281998953,0.003641643640144587,0.2723834914008871,0.0061425716
0.035,20,0.7927594457302388,0.7048258043121355,0.8349244814844198,0.9963796960841997,0.8218456214304852,0.9938314171035142,0.0036203039173679724,0.279065156108788,0.006168583
0.035,30,0.7916983288931391,0.7036920487694814,0.8327040812039276,0.9964041979826412,0.8220834791219608,0.9938101496721266,0.003595802018926472,0.28128555638928043,0.00618985
0.035,50,0.782630213853808,0.6964089217716445,0.820218027745675,0.9964797621206749,0.8268624904386191,0.9937374925366425,0.0035202378808928264,0.29377160984753314,0.0062625073
0.035,75,0.779009990717775,0.6933384678384957,0.8114032480010795,0.9965651159790316,0.8313477169032825,0.993694167063035,0.0034348840225358287,0.30258638959212847,0.006305833
0.035,100,0.7630503981315151,0.678882912616722,0.7901641493995321,0.9966631611679267,0.8409532249697361,0.9935954197700866,0.0033368388336409757,0.32382548819367624,0.00640458
0.04,0,0.799201068265349,0.7104187857448272,0.8409823843831216,0.9964112309318262,0.8227233571775957,0.9938794071810322,0.003588769069741368,0.27300725321008645,0.006120593
0.04,3,0.7991650359956528,0.7103948837679621,0.8408654778660222,0.9964131169013654,0.8227520243972668,0.993879328119949,0.0035868831002020753,0.2731241597271857,0.006120672
0.04,5,0.7989378102048273,0.7102831729780389,0.8406732467996596,0.996415802338056,0.8228304522872322,0.9938788537534495,0.0035841976635114774,0.2733163907935482,0.006121146
0.04,10,0.7977348847526318,0.7090333935535285,0.8387729190969375,0.9964236684309589,0.8239114618125893,0.9938741891495393,0.0035763315706089436,0.27521671849627044,0.006125811
0.04,20,0.7929417951199118,0.7051108481647832,0.8332349151920305,0.996444150206355,0.8235080792764925,0.9938528426570684,0.0035558497952126508,0.2807547224011772,0.0061471574
0.04,30,0.7919829586568627,0.7040393679626273,0.8309836666915139,0.9964687979994507,0.8238858157449901,0.9938285709045183,0.0035312020021172727,0.28300597090169394,0.006171429
0.04,50,0.782926331103862,0.6967478011197743,0.8188519046420242,0.9965396866048192,0.8285846765773007,0.9937537000587039,0.00346031339674836,0.29513773295118356,0.0062463
0.04,75,0.7792475260736134,0.6935602295616814,0.8095510476436417,0.9966298316753528,0.8331709426204887,0.9937057890422694,0.003370168326214626,0.3044385899495662,0.006294211
0.04,100,0.7633206960908827,0.6791664180399842,0.7889729284855698,0.9967190781275604,0.8425172849135264,0.9936044327335743,0.0032809218740069987,0.32501670910763814,0.006395567
0.045,0,0.7989998546353925,0.7102391173651685,0.8386791098308745,0.9964668464964056,0.8241525597156758,0.9938906338548501,0.0035331535051617664,0.27531052776233367,0.006109366
0.045,3,0.798977851562132,0.7102201475124456,0.8385863804812242,0.996468729115095,0.8241887094856752,0.9938900804272676,0.0035312708864725356,0.27540325711198366,0.0061099194
0.045,5,0.7987621905354947,0.7101298934542,0.8384245848837157,0.9964709261770802,0.824262299953566,0.993890554793767,0.0035290738244871463,0.2755650527094922,0.0061094454
