threshold,min_area,dice,iou,sensitivity,specificity,precision,accuracy,fpr,fnr,mae
0.23,50,0.782061856371218,0.6965954739788697,0.7846761369869963,0.9975255625155994,0.8624402343571723,0.9938809884026966,0.002474437485967877,0.3293135006062113,0.0061190114
0.24,0,0.7955322747032042,0.7073782957118221,0.7997397403153209,0.9974815701073649,0.8589609821860305,0.9940176850155931,0.0025184298942025098,0.31424989727788666,0.005982315
0.24,3,0.7954594993910448,0.7072814861959503,0.7995949134814055,0.9974824682582809,0.8589732088282127,0.9940174478323434,0.0025175317432864865,0.31439472411180214,0.005982552
0.24,5,0.7954425636433905,0.7072546843508571,0.7995492406319871,0.9974832136484947,0.8589865657796525,0.9940163409771783,0.0025167863530726805,0.3144403969612205,0.005983659
0.24,10,0.7927396756515248,0.7052927673132804,0.7971047583788763,0.9974898899900103,0.8588660606759071,0.9940078023801899,0.0025101100115568964,0.316884879214331,0.0059921974
0.24,20,0.7905211251142702,0.7035890508973496,0.794484871107784,0.9975044017839246,0.8591199768591579,0.9939895392699648,0.002495598217642359,0.3195047664854234,0.0060104607
0.24,30,0.7863148658323248,0.7001015998545155,0.7894348898125513,0.9975263082140474,0.8593984237590273,0.9939398098486162,0.002473691787519433,0.3245547477806565,0.00606019
0.24,50,0.7819753015919504,0.6964747958526567,0.7833236079337053,0.9975642590220856,0.863729894817676,0.9938779840815339,0.0024357409794812882,0.33066602965950265,0.006122016
0.25,0,0.7952309040424494,0.7069875029849011,0.7977153781232098,0.9975338709691315,0.8604486671677843,0.9940125460451834,0.0024661290324358986,0.31627425946999804,0.0059874537
0.25,3,0.7951638318917311,0.7068997859459852,0.7975802722034843,0.9975346836548822,0.8604621107256526,0.9940124669841002,0.0024653163466850547,0.31640936538972353,0.005987533
0.25,5,0.7951789332690054,0.7068946708404905,0.7975366063944684,0.9975353346558239,0.8605254478273197,0.994011360128935,0.0024646653457432665,0.3164530311987393,0.00598864
0.25,10,0.7924747268718753,0.7049424030537222,0.7951274563263417,0.9975417643461562,0.8603644886323539,0.9940025052876138,0.002458235655411082,0.31886218126686583,0.005997495
0.25,20,0.7892491630494542,0.7022942882655663,0.7913915256886437,0.9975561808228546,0.8599652429077733,0.9939745967252352,0.002443819178712598,0.3225981119045637,0.0060254033
0.25,30,0.7860099411243116,0.6996838774386912,0.7869778208599377,0.9975808740633788,0.86181799021715,0.9939371217717865,0.002419125938188734,0.3270118167332698,0.0060628783
0.25,50,0.7809293254747789,0.6952790597385081,0.7805046259490768,0.9976186620831344,0.8648011469253555,0.9938666783466327,0.0023813379184330526,0.3334850116441308,0.0061333217
