mode,threshold,dice,iou,sensitivity,specificity,precision,accuracy,mae,tp,tn,fp,fn
lung_constrained_probability,0.33,0.5034292615124061,0.33638855054800965,0.5270766735051639,0.9987640480178934,0.48181263084417225,0.9977378585711619,0.0022621413227170706,11047,9600952,11881,9912
lung_constrained_probability,0.34,0.5054980298725132,0.338238449983035,0.5264087027050306,0.9987870381187305,0.48618516723197186,0.9977593454373928,0.0022406545467674732,11033,9601173,11660,9926
lung_constrained_probability,0.35,0.5072343562804104,0.339795036424145,0.5252158977047926,0.9988102362747788,0.49044330585854734,0.9977798980920484,0.002220101887360215,11008,9601396,11437,9951
lung_constrained_probability,0.36,0.5085530427535223,0.34097963744712534,0.5241185171045736,0.9988289612437864,0.4938854419564365,0.9977961948939722,0.0022038051392883062,10985,9601576,11257,9974
lung_constrained_probability,0.37,0.5100992492386607,0.3423712948516872,0.5235459707044594,0.9988462298263155,0.49732596084096387,0.9978121802920378,0.0021878196857869625,10973,9601742,11091,9986
lung_constrained_probability,0.38,0.5113609853962322,0.3435090578573486,0.5229257121043356,0.9988612098015216,0.5002967088143058,0.997825778260522,0.0021742216777056456,10960,9601886,10947,9999
lung_constrained_probability,0.39,0.512565874224028,0.34459736087917847,0.5220668925041643,0.9988771260251781,0.5034044902463639,0.9978397914341508,0.0021602085325866938,10942,9602039,10794,10017
lung_constrained_probability,0.4,0.5136717372391993,0.3455977727861224,0.521208072903993,0.9988921060003841,0.5063502363954268,0.9978528703962044,0.0021471295040100813,10924,9602183,10650,10035
lung_constrained_probability,0.41,0.514508138711839,0.34635540733671705,0.520301541103812,0.9989050054234783,0.5088423312022262,0.997863769531249,0.00213623046875,10905,9602307,10526,10054
lung_constrained_probability,0.42,0.515089877010285,0.3468828645151964,0.5195381459036598,0.9989147840184044,0.5107171333424741,0.997871866031568,0.0021281340159475803,10889,9602401,10432,10070
lung_constrained_probability,0.43,0.5156194406886986,0.3473633748800424,0.5185839019034694,0.9989252908065698,0.5126886792450411,0.9978802739357452,0.002119726035743952,10869,9602502,10331,10090
lung_constrained_probability,0.44,0.5163101667894748,0.34799063472197694,0.5176773701032884,0.9989368378707911,0.5149501661127124,0.9978898236540701,0.0021101762540638447,10850,9602613,10220,10109
