mode,threshold,dice,iou,sensitivity,specificity,precision,accuracy,mae,tp,tn,fp,fn
lung_constrained_probability_5slice,0.08,0.28367247440400767,0.16527875371893413,0.52745837110524,0.9952222201301105,0.19400522962985559,0.994204566592261,0.005795433185994625,11055,9566905,45928,9904
lung_constrained_probability_5slice,0.09,0.29613751373640995,0.17380364678713692,0.5207309509038978,0.9956479010922161,0.20690047393361008,0.9946146854737979,0.005385314580053091,10914,9570997,41836,10045
lung_constrained_probability_5slice,0.1,0.3065718253180624,0.18103621393664554,0.5161505797029838,0.9959640409856273,0.21803889952630898,0.9949201726589063,0.005079827271401882,10818,9574036,38797,10141
lung_constrained_probability_5slice,0.11,0.3159506492741209,0.1876136522590244,0.5119519061021461,0.9962307677663796,0.22847773779353356,0.9951771846433877,0.004822815302759409,10730,9576600,36233,10229
lung_constrained_probability_5slice,0.12,0.3229738149875651,0.19258722247391163,0.5069898373011561,0.9964405914468701,0.23696534498901992,0.9953757565037724,0.00462424336001277,10626,9578617,34216,10333
lung_constrained_probability_5slice,0.13,0.32883734742035714,0.19677159904977334,0.501932344100147,0.9966186867076533,0.2445146894755847,0.9955424613693123,0.004457538481801748,10520,9580329,32504,10439
lung_constrained_probability_5slice,0.14,0.3344698970688927,0.2008188843181345,0.498449353499452,0.9967685904873195,0.2516742953504573,0.9956844615287511,0.004315538331866264,10447,9581770,31063,10512
lung_constrained_probability_5slice,0.15,0.33920733704547346,0.20424424108547568,0.49410754329858575,0.9969056988714972,0.25824792399185603,0.9958118257068442,0.00418817438185215,10356,9583088,29745,10603
lung_constrained_probability_5slice,0.16,0.34390729252013447,0.20766186033357414,0.4906245526978908,0.9970290756117359,0.26473919983516175,0.9959273565383175,0.0040726433508098125,10283,9584274,28559,10676
lung_constrained_probability_5slice,0.17,0.34771798365116696,0.21044711508725641,0.48709384989718635,0.9971338314105728,0.2703583061888535,0.9960242031382855,0.003975796978920698,10209,9585281,27552,10750
lung_constrained_probability_5slice,0.18,0.3515680468248824,0.213274224724722,0.4843265422966342,0.9972290166696947,0.2759323692507677,0.9961131608405072,0.0038868391420692205,10151,9586196,26637,10808
